"","Col1","Total.population","Hispanic.or.Latino","Total.population..not.Hispanic.or.Latino","One.race.total","White","Black.or.African.American","American.Indian.and.Alaska.Native","Asian","Native.Hawaiian.and.Other.Pacific.Islander","Some.Other.Race","Two.or.More.Races"
"1","BLOCKS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18736","Block 3007, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18737","Block 3008, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18738","Block 3009, Block Group 3, Census Tract 4441, Alameda County, California",63,24,39,56,22,0,0,15,0,19,7
"18739","Block 3010, Block Group 3, Census Tract 4441, Alameda County, California",59,35,24,59,27,6,0,2,1,23,0
"18740","Block 3011, Block Group 3, Census Tract 4441, Alameda County, California",135,66,69,130,80,10,0,11,0,29,5
"18741","Block 3012, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18742","Block 3013, Block Group 3, Census Tract 4441, Alameda County, California",218,81,137,208,78,0,2,71,14,43,10
"18743","Block 3014, Block Group 3, Census Tract 4441, Alameda County, California",123,36,87,106,68,0,1,24,0,13,17
"18744","Block 3015, Block Group 3, Census Tract 4441, Alameda County, California",149,58,91,136,57,2,0,40,0,37,13
"18745","Block 3016, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18746","Block 3017, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18747","Block 3018, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18748","Block 3019, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18749","Block 3020, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18750","Block 3021, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18751","Block 4000, Block Group 4, Census Tract 4441, Alameda County, California",26,2,24,22,6,1,2,8,5,0,4
"18752","Block 4001, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18753","Block 4002, Block Group 4, Census Tract 4441, Alameda County, California",75,20,55,72,48,1,0,8,0,15,3
"18754","Block 4003, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18755","Block 4004, Block Group 4, Census Tract 4441, Alameda County, California",162,53,109,158,94,2,3,26,0,33,4
"18756","Block 4005, Block Group 4, Census Tract 4441, Alameda County, California",114,21,93,99,76,3,1,17,0,2,15
"18757","Block 4006, Block Group 4, Census Tract 4441, Alameda County, California",146,28,118,128,91,0,0,28,0,9,18
"18758","Block 4007, Block Group 4, Census Tract 4441, Alameda County, California",379,59,320,363,113,6,0,224,0,20,16
"18759","Block 4008, Block Group 4, Census Tract 4441, Alameda County, California",75,15,60,74,52,0,0,20,0,2,1
"18760","Block 4009, Block Group 4, Census Tract 4441, Alameda County, California",102,23,79,97,60,0,0,24,0,13,5
"18761","Block 4010, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18762","Block 4011, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18763","Block 4012, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18764","Block 4013, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18765","Block 4014, Block Group 4, Census Tract 4441, Alameda County, California",12,0,12,12,3,0,0,9,0,0,0
"18766","Block 4015, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18767","Block 4016, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18768","Block 4017, Block Group 4, Census Tract 4441, Alameda County, California",144,38,106,141,85,15,0,32,0,9,3
"18769","Block 4018, Block Group 4, Census Tract 4441, Alameda County, California",92,47,45,89,65,0,0,6,0,18,3
"18770","Block 4019, Block Group 4, Census Tract 4441, Alameda County, California",48,12,36,47,33,0,0,5,0,9,1
"18771","Block 4020, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18772","Block 1000, Block Group 1, Census Tract 4442, Alameda County, California",241,75,166,223,139,7,0,33,5,39,18
"18773","Block 1001, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18774","Block 1002, Block Group 1, Census Tract 4442, Alameda County, California",116,59,57,116,61,1,0,26,0,28,0
"18775","Block 1003, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18776","Block 1004, Block Group 1, Census Tract 4442, Alameda County, California",275,109,166,260,96,1,1,96,0,66,15
"18777","Block 1005, Block Group 1, Census Tract 4442, Alameda County, California",136,51,85,130,77,2,4,31,1,15,6
"18778","Block 1006, Block Group 1, Census Tract 4442, Alameda County, California",64,21,43,60,29,0,1,24,0,6,4
"18779","Block 1007, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18780","Block 1008, Block Group 1, Census Tract 4442, Alameda County, California",67,29,38,62,44,2,0,9,0,7,5
"18781","Block 1009, Block Group 1, Census Tract 4442, Alameda County, California",150,39,111,130,81,3,2,28,2,14,20
"18782","Block 1010, Block Group 1, Census Tract 4442, Alameda County, California",261,39,222,232,69,5,2,129,6,21,29
"18783","Block 1011, Block Group 1, Census Tract 4442, Alameda County, California",15,2,13,13,1,0,0,12,0,0,2
"18784","Block 1012, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18785","Block 1013, Block Group 1, Census Tract 4442, Alameda County, California",80,28,52,75,46,7,0,5,1,16,5
"18786","Block 2000, Block Group 2, Census Tract 4442, Alameda County, California",108,32,76,97,45,0,0,32,8,12,11
"18787","Block 2001, Block Group 2, Census Tract 4442, Alameda County, California",130,57,73,116,75,1,1,19,1,19,14
"18788","Block 2002, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18789","Block 2003, Block Group 2, Census Tract 4442, Alameda County, California",120,56,64,115,38,3,5,22,7,40,5
"18790","Block 2004, Block Group 2, Census Tract 4442, Alameda County, California",95,36,59,95,70,6,0,15,0,4,0
"18791","Block 2005, Block Group 2, Census Tract 4442, Alameda County, California",120,25,95,113,71,6,0,34,2,0,7
"18792","Block 2006, Block Group 2, Census Tract 4442, Alameda County, California",479,158,321,429,182,47,2,109,9,80,50
"18793","Block 2007, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18794","Block 2008, Block Group 2, Census Tract 4442, Alameda County, California",54,20,34,54,33,4,0,9,0,8,0
"18795","Block 2009, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18796","Block 2010, Block Group 2, Census Tract 4442, Alameda County, California",62,19,43,57,22,0,0,30,0,5,5
"18797","Block 2011, Block Group 2, Census Tract 4442, Alameda County, California",60,22,38,60,33,3,1,13,0,10,0
"18798","Block 2012, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18799","Block 2013, Block Group 2, Census Tract 4442, Alameda County, California",81,26,55,72,38,0,0,23,0,11,9
"18800","Block 2014, Block Group 2, Census Tract 4442, Alameda County, California",32,6,26,30,18,2,0,10,0,0,2
"18801","Block 2015, Block Group 2, Census Tract 4442, Alameda County, California",152,47,105,138,89,6,2,31,0,10,14
"18802","Block 2016, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18803","Block 2017, Block Group 2, Census Tract 4442, Alameda County, California",162,56,106,151,94,4,0,36,0,17,11
"18804","Block 2018, Block Group 2, Census Tract 4442, Alameda County, California",260,108,152,229,107,14,1,38,11,58,31
"18805","Block 2019, Block Group 2, Census Tract 4442, Alameda County, California",180,91,89,169,101,1,2,21,0,44,11
"18806","Block 2020, Block Group 2, Census Tract 4442, Alameda County, California",86,25,61,84,44,0,0,27,0,13,2
"18807","Block 2021, Block Group 2, Census Tract 4442, Alameda County, California",104,42,62,97,41,5,3,19,0,29,7
"18808","Block 2022, Block Group 2, Census Tract 4442, Alameda County, California",102,29,73,94,70,4,0,11,0,9,8
"18809","Block 2023, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18810","Block 3000, Block Group 3, Census Tract 4442, Alameda County, California",1,0,1,1,1,0,0,0,0,0,0
"18811","Block 3001, Block Group 3, Census Tract 4442, Alameda County, California",35,0,35,35,1,2,0,32,0,0,0
"18812","Block 3002, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18813","Block 3003, Block Group 3, Census Tract 4442, Alameda County, California",370,88,282,329,125,32,4,130,2,36,41
"18814","Block 3004, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18815","Block 3005, Block Group 3, Census Tract 4442, Alameda County, California",41,3,38,38,16,0,0,21,1,0,3
"18816","Block 3006, Block Group 3, Census Tract 4442, Alameda County, California",40,5,35,36,9,2,0,21,0,4,4
"18817","Block 3007, Block Group 3, Census Tract 4442, Alameda County, California",30,5,25,26,10,1,0,15,0,0,4
"18818","Block 3008, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18819","Block 3009, Block Group 3, Census Tract 4442, Alameda County, California",304,135,169,285,133,7,10,51,8,76,19
"18820","Block 3010, Block Group 3, Census Tract 4442, Alameda County, California",147,54,93,136,59,5,1,24,14,33,11
"18821","Block 3011, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18822","Block 3012, Block Group 3, Census Tract 4442, Alameda County, California",288,88,200,265,109,20,3,82,12,39,23
"18823","Block 3013, Block Group 3, Census Tract 4442, Alameda County, California",57,28,29,57,30,0,0,7,3,17,0
"18824","Block 3014, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18825","Block 3015, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18826","Block 3016, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18827","Block 3017, Block Group 3, Census Tract 4442, Alameda County, California",224,69,155,199,119,15,1,58,0,6,25
"18828","Block 3018, Block Group 3, Census Tract 4442, Alameda County, California",558,292,266,534,164,13,13,148,19,177,24
"18829","Block 3019, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18830","Block 3020, Block Group 3, Census Tract 4442, Alameda County, California",275,116,159,255,99,16,5,70,8,57,20
"18831","Block 3021, Block Group 3, Census Tract 4442, Alameda County, California",54,17,37,54,19,6,0,12,0,17,0
"18832","Block 3022, Block Group 3, Census Tract 4442, Alameda County, California",44,5,39,42,16,0,1,25,0,0,2
"18833","Block 3023, Block Group 3, Census Tract 4442, Alameda County, California",127,57,70,122,84,1,0,21,0,16,5
"18834","Block 3024, Block Group 3, Census Tract 4442, Alameda County, California",112,51,61,105,69,5,0,12,0,19,7
"18835","Block 1000, Block Group 1, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18836","Block 1001, Block Group 1, Census Tract 4443.01, Alameda County, California",98,35,63,77,38,2,0,21,0,16,21
"18837","Block 1002, Block Group 1, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18838","Block 1003, Block Group 1, Census Tract 4443.01, Alameda County, California",436,244,192,400,127,7,4,130,1,131,36
"18839","Block 1004, Block Group 1, Census Tract 4443.01, Alameda County, California",93,35,58,90,44,7,0,26,0,13,3
"18840","Block 1005, Block Group 1, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18841","Block 1006, Block Group 1, Census Tract 4443.01, Alameda County, California",57,15,42,45,25,1,0,10,3,6,12
"18842","Block 1007, Block Group 1, Census Tract 4443.01, Alameda County, California",139,49,90,132,49,6,0,51,0,26,7
"18843","Block 1008, Block Group 1, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18844","Block 1009, Block Group 1, Census Tract 4443.01, Alameda County, California",209,85,124,193,78,6,1,42,5,61,16
"18845","Block 1010, Block Group 1, Census Tract 4443.01, Alameda County, California",158,62,96,151,66,5,3,34,0,43,7
"18846","Block 1011, Block Group 1, Census Tract 4443.01, Alameda County, California",43,15,28,38,23,0,0,10,0,5,5
"18847","Block 1012, Block Group 1, Census Tract 4443.01, Alameda County, California",83,11,72,68,42,0,0,26,0,0,15
"18848","Block 1013, Block Group 1, Census Tract 4443.01, Alameda County, California",95,30,65,85,39,6,0,23,0,17,10
"18849","Block 1014, Block Group 1, Census Tract 4443.01, Alameda County, California",128,39,89,110,70,3,3,18,3,13,18
"18850","Block 1015, Block Group 1, Census Tract 4443.01, Alameda County, California",66,41,25,66,18,9,0,0,4,35,0
"18851","Block 1016, Block Group 1, Census Tract 4443.01, Alameda County, California",96,33,63,87,60,1,0,10,3,13,9
"18852","Block 1017, Block Group 1, Census Tract 4443.01, Alameda County, California",83,18,65,74,33,9,0,16,4,12,9
"18853","Block 1018, Block Group 1, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18854","Block 2000, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18855","Block 2001, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18856","Block 2002, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18857","Block 2003, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18858","Block 2004, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18859","Block 2005, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18860","Block 2006, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18861","Block 2007, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18862","Block 2008, Block Group 2, Census Tract 4443.01, Alameda County, California",456,66,390,423,189,13,0,189,9,23,33
"18863","Block 2009, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18864","Block 2010, Block Group 2, Census Tract 4443.01, Alameda County, California",72,22,50,67,43,2,0,15,0,7,5
"18865","Block 2011, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18866","Block 2012, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18867","Block 2013, Block Group 2, Census Tract 4443.01, Alameda County, California",51,7,44,49,16,16,0,12,0,5,2
"18868","Block 2014, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18869","Block 2015, Block Group 2, Census Tract 4443.01, Alameda County, California",104,12,92,104,28,5,0,64,0,7,0
"18870","Block 2016, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18871","Block 2017, Block Group 2, Census Tract 4443.01, Alameda County, California",186,72,114,184,76,17,0,31,12,48,2
"18872","Block 2018, Block Group 2, Census Tract 4443.01, Alameda County, California",166,109,57,160,37,9,0,21,11,82,6
"18873","Block 2019, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18874","Block 2020, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18875","Block 2021, Block Group 2, Census Tract 4443.01, Alameda County, California",27,3,24,27,14,0,0,11,0,2,0
"18876","Block 2022, Block Group 2, Census Tract 4443.01, Alameda County, California",91,27,64,88,45,0,0,23,0,20,3
"18877","Block 2023, Block Group 2, Census Tract 4443.01, Alameda County, California",84,32,52,79,51,5,0,16,0,7,5
"18878","Block 2024, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18879","Block 2025, Block Group 2, Census Tract 4443.01, Alameda County, California",129,55,74,122,88,5,0,10,0,19,7
"18880","Block 2026, Block Group 2, Census Tract 4443.01, Alameda County, California",64,17,47,64,37,1,0,20,0,6,0
"18881","Block 2027, Block Group 2, Census Tract 4443.01, Alameda County, California",266,57,209,246,121,32,1,56,4,32,20
"18882","Block 2028, Block Group 2, Census Tract 4443.01, Alameda County, California",155,62,93,142,82,7,0,31,0,22,13
"18883","Block 2029, Block Group 2, Census Tract 4443.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18884","Block 2030, Block Group 2, Census Tract 4443.01, Alameda County, California",135,43,92,131,66,3,1,24,8,29,4
"18885","Block 2031, Block Group 2, Census Tract 4443.01, Alameda County, California",85,8,77,77,55,10,0,11,1,0,8
"18886","Block 1000, Block Group 1, Census Tract 4443.02, Alameda County, California",130,84,46,119,58,6,4,9,5,37,11
"18887","Block 1001, Block Group 1, Census Tract 4443.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18888","Block 1002, Block Group 1, Census Tract 4443.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18889","Block 1003, Block Group 1, Census Tract 4443.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18890","Block 1004, Block Group 1, Census Tract 4443.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18891","Block 1005, Block Group 1, Census Tract 4443.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18892","Block 1006, Block Group 1, Census Tract 4443.02, Alameda County, California",65,40,25,65,23,0,4,12,2,24,0
"18893","Block 1007, Block Group 1, Census Tract 4443.02, Alameda County, California",136,83,53,135,62,9,0,12,2,50,1
"18894","Block 1008, Block Group 1, Census Tract 4443.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18895","Block 1009, Block Group 1, Census Tract 4443.02, Alameda County, California",138,75,63,125,39,8,5,20,1,52,13
