"","Col1","Total.population","Hispanic.or.Latino","Total.population..not.Hispanic.or.Latino","One.race.total","White","Black.or.African.American","American.Indian.and.Alaska.Native","Asian","Native.Hawaiian.and.Other.Pacific.Islander","Some.Other.Race","Two.or.More.Races"
"1","BLOCKS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18494","Block 1023, Block Group 1, Census Tract 4432, Alameda County, California",94,8,86,91,33,2,0,56,0,0,3
"18495","Block 1024, Block Group 1, Census Tract 4432, Alameda County, California",48,1,47,46,14,0,0,31,0,1,2
"18496","Block 1025, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18497","Block 1026, Block Group 1, Census Tract 4432, Alameda County, California",38,0,38,36,5,0,0,31,0,0,2
"18498","Block 1027, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18499","Block 1028, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18500","Block 1029, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18501","Block 1030, Block Group 1, Census Tract 4432, Alameda County, California",72,0,72,69,19,3,0,47,0,0,3
"18502","Block 1031, Block Group 1, Census Tract 4432, Alameda County, California",34,0,34,33,13,0,0,20,0,0,1
"18503","Block 1032, Block Group 1, Census Tract 4432, Alameda County, California",52,5,47,46,11,0,0,31,0,4,6
"18504","Block 1033, Block Group 1, Census Tract 4432, Alameda County, California",50,0,50,50,3,0,0,47,0,0,0
"18505","Block 1034, Block Group 1, Census Tract 4432, Alameda County, California",368,7,361,357,57,4,1,295,0,0,11
"18506","Block 1035, Block Group 1, Census Tract 4432, Alameda County, California",91,6,85,86,46,0,0,40,0,0,5
"18507","Block 1036, Block Group 1, Census Tract 4432, Alameda County, California",56,1,55,56,3,2,0,51,0,0,0
"18508","Block 1037, Block Group 1, Census Tract 4432, Alameda County, California",33,2,31,32,12,0,0,20,0,0,1
"18509","Block 1038, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18510","Block 2000, Block Group 2, Census Tract 4432, Alameda County, California",215,7,208,206,55,0,1,150,0,0,9
"18511","Block 2001, Block Group 2, Census Tract 4432, Alameda County, California",78,4,74,78,17,0,0,61,0,0,0
"18512","Block 2002, Block Group 2, Census Tract 4432, Alameda County, California",53,4,49,51,14,1,0,36,0,0,2
"18513","Block 2003, Block Group 2, Census Tract 4432, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18514","Block 2004, Block Group 2, Census Tract 4432, Alameda County, California",168,6,162,163,29,2,0,118,11,3,5
"18515","Block 2005, Block Group 2, Census Tract 4432, Alameda County, California",193,0,193,178,33,0,0,145,0,0,15
"18516","Block 2006, Block Group 2, Census Tract 4432, Alameda County, California",44,3,41,42,10,0,0,32,0,0,2
"18517","Block 2007, Block Group 2, Census Tract 4432, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18518","Block 2008, Block Group 2, Census Tract 4432, Alameda County, California",79,2,77,72,9,0,0,63,0,0,7
"18519","Block 2009, Block Group 2, Census Tract 4432, Alameda County, California",45,0,45,45,10,1,0,34,0,0,0
"18520","Block 2010, Block Group 2, Census Tract 4432, Alameda County, California",302,9,293,289,65,0,0,224,0,0,13
"18521","Block 1000, Block Group 1, Census Tract 4433.01, Alameda County, California",87,8,79,84,48,0,0,36,0,0,3
"18522","Block 1001, Block Group 1, Census Tract 4433.01, Alameda County, California",176,13,163,169,82,1,0,86,0,0,7
"18523","Block 1002, Block Group 1, Census Tract 4433.01, Alameda County, California",106,6,100,105,61,0,0,44,0,0,1
"18524","Block 1003, Block Group 1, Census Tract 4433.01, Alameda County, California",106,7,99,104,47,7,0,50,0,0,2
"18525","Block 1004, Block Group 1, Census Tract 4433.01, Alameda County, California",97,3,94,90,33,1,0,56,0,0,7
"18526","Block 1005, Block Group 1, Census Tract 4433.01, Alameda County, California",77,0,77,77,31,6,0,40,0,0,0
"18527","Block 1006, Block Group 1, Census Tract 4433.01, Alameda County, California",66,7,59,66,26,0,0,36,0,4,0
"18528","Block 1007, Block Group 1, Census Tract 4433.01, Alameda County, California",111,5,106,111,57,0,0,52,0,2,0
"18529","Block 1008, Block Group 1, Census Tract 4433.01, Alameda County, California",47,7,40,47,16,0,0,27,0,4,0
"18530","Block 1009, Block Group 1, Census Tract 4433.01, Alameda County, California",58,0,58,58,10,0,0,45,3,0,0
"18531","Block 1010, Block Group 1, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18532","Block 1011, Block Group 1, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18533","Block 1012, Block Group 1, Census Tract 4433.01, Alameda County, California",53,5,48,51,15,3,0,28,0,5,2
"18534","Block 1013, Block Group 1, Census Tract 4433.01, Alameda County, California",111,9,102,111,26,7,0,78,0,0,0
"18535","Block 1014, Block Group 1, Census Tract 4433.01, Alameda County, California",75,0,75,75,20,0,1,54,0,0,0
"18536","Block 1015, Block Group 1, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18537","Block 2000, Block Group 2, Census Tract 4433.01, Alameda County, California",1086,98,988,1037,388,11,1,619,0,18,49
"18538","Block 2001, Block Group 2, Census Tract 4433.01, Alameda County, California",114,3,111,110,57,3,0,50,0,0,4
"18539","Block 2002, Block Group 2, Census Tract 4433.01, Alameda County, California",139,2,137,127,50,3,0,74,0,0,12
"18540","Block 2003, Block Group 2, Census Tract 4433.01, Alameda County, California",91,8,83,90,39,0,0,51,0,0,1
"18541","Block 2004, Block Group 2, Census Tract 4433.01, Alameda County, California",28,1,27,25,9,3,0,13,0,0,3
"18542","Block 2005, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18543","Block 2006, Block Group 2, Census Tract 4433.01, Alameda County, California",26,0,26,24,7,1,0,16,0,0,2
"18544","Block 2007, Block Group 2, Census Tract 4433.01, Alameda County, California",45,8,37,38,5,0,0,33,0,0,7
"18545","Block 2008, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18546","Block 2009, Block Group 2, Census Tract 4433.01, Alameda County, California",102,0,102,92,28,0,0,63,1,0,10
"18547","Block 2010, Block Group 2, Census Tract 4433.01, Alameda County, California",77,8,69,77,29,0,0,46,0,2,0
"18548","Block 2011, Block Group 2, Census Tract 4433.01, Alameda County, California",97,6,91,93,38,0,0,52,0,3,4
"18549","Block 2012, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18550","Block 2013, Block Group 2, Census Tract 4433.01, Alameda County, California",38,0,38,36,5,0,0,31,0,0,2
"18551","Block 2014, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18552","Block 2015, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18553","Block 2016, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18554","Block 2017, Block Group 2, Census Tract 4433.01, Alameda County, California",289,16,273,272,84,10,0,171,4,3,17
"18555","Block 2018, Block Group 2, Census Tract 4433.01, Alameda County, California",119,10,109,117,22,6,0,79,4,6,2
"18556","Block 2019, Block Group 2, Census Tract 4433.01, Alameda County, California",60,5,55,56,15,0,0,39,0,2,4
"18557","Block 2020, Block Group 2, Census Tract 4433.01, Alameda County, California",212,19,193,203,61,4,0,124,1,13,9
"18558","Block 2021, Block Group 2, Census Tract 4433.01, Alameda County, California",51,7,44,51,8,0,0,39,0,4,0
"18559","Block 2022, Block Group 2, Census Tract 4433.01, Alameda County, California",53,0,53,53,14,0,0,39,0,0,0
"18560","Block 2023, Block Group 2, Census Tract 4433.01, Alameda County, California",56,0,56,55,4,0,0,51,0,0,1
"18561","Block 2024, Block Group 2, Census Tract 4433.01, Alameda County, California",116,8,108,109,18,0,0,86,0,5,7
"18562","Block 2025, Block Group 2, Census Tract 4433.01, Alameda County, California",105,6,99,94,18,1,0,72,3,0,11
"18563","Block 1000, Block Group 1, Census Tract 4433.21, Alameda County, California",558,66,492,525,123,22,4,351,0,25,33
"18564","Block 1001, Block Group 1, Census Tract 4433.21, Alameda County, California",75,1,74,71,18,0,0,53,0,0,4
"18565","Block 1002, Block Group 1, Census Tract 4433.21, Alameda County, California",63,5,58,61,7,1,0,51,0,2,2
"18566","Block 1003, Block Group 1, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18567","Block 2000, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18568","Block 2001, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18569","Block 2002, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18570","Block 2003, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18571","Block 2004, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18572","Block 2005, Block Group 2, Census Tract 4433.21, Alameda County, California",433,57,376,420,86,8,4,289,6,27,13
"18573","Block 2006, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18574","Block 2007, Block Group 2, Census Tract 4433.21, Alameda County, California",85,2,83,79,14,0,1,64,0,0,6
"18575","Block 2008, Block Group 2, Census Tract 4433.21, Alameda County, California",62,5,57,61,17,0,0,44,0,0,1
"18576","Block 2009, Block Group 2, Census Tract 4433.21, Alameda County, California",21,1,20,19,7,0,0,12,0,0,2
"18577","Block 2010, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18578","Block 2011, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18579","Block 2012, Block Group 2, Census Tract 4433.21, Alameda County, California",342,32,310,325,67,9,1,238,3,7,17
"18580","Block 2013, Block Group 2, Census Tract 4433.21, Alameda County, California",75,5,70,73,19,0,0,54,0,0,2
"18581","Block 2014, Block Group 2, Census Tract 4433.21, Alameda County, California",4,0,4,4,4,0,0,0,0,0,0
"18582","Block 2015, Block Group 2, Census Tract 4433.21, Alameda County, California",43,1,42,43,18,0,0,25,0,0,0
"18583","Block 2016, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18584","Block 2017, Block Group 2, Census Tract 4433.21, Alameda County, California",58,2,56,58,5,2,0,51,0,0,0
"18585","Block 2018, Block Group 2, Census Tract 4433.21, Alameda County, California",442,36,406,436,70,7,0,344,2,13,6
"18586","Block 2019, Block Group 2, Census Tract 4433.21, Alameda County, California",73,1,72,71,6,2,0,63,0,0,2
"18587","Block 2020, Block Group 2, Census Tract 4433.21, Alameda County, California",226,5,221,222,54,13,0,154,1,0,4
"18588","Block 2021, Block Group 2, Census Tract 4433.21, Alameda County, California",12,0,12,12,0,1,0,11,0,0,0
"18589","Block 2022, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18590","Block 2023, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18591","Block 2024, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18592","Block 2025, Block Group 2, Census Tract 4433.21, Alameda County, California",100,6,94,97,9,16,0,67,0,5,3
"18593","Block 2026, Block Group 2, Census Tract 4433.21, Alameda County, California",326,9,317,311,39,13,2,256,0,1,15
"18594","Block 2027, Block Group 2, Census Tract 4433.21, Alameda County, California",34,0,34,34,2,0,0,32,0,0,0
"18595","Block 2028, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18596","Block 2029, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18597","Block 2030, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18598","Block 2031, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18599","Block 2032, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18600","Block 2033, Block Group 2, Census Tract 4433.21, Alameda County, California",110,6,104,105,23,5,2,75,0,0,5
"18601","Block 1000, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18602","Block 1001, Block Group 1, Census Tract 4433.22, Alameda County, California",525,33,492,500,146,9,0,329,0,16,25
"18603","Block 1002, Block Group 1, Census Tract 4433.22, Alameda County, California",123,2,121,123,49,0,0,74,0,0,0
"18604","Block 1003, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18605","Block 1004, Block Group 1, Census Tract 4433.22, Alameda County, California",99,4,95,98,23,2,1,71,1,0,1
"18606","Block 1005, Block Group 1, Census Tract 4433.22, Alameda County, California",60,6,54,54,22,0,5,27,0,0,6
"18607","Block 1006, Block Group 1, Census Tract 4433.22, Alameda County, California",107,15,92,104,34,2,1,57,0,10,3
"18608","Block 1007, Block Group 1, Census Tract 4433.22, Alameda County, California",79,3,76,76,19,0,1,56,0,0,3
"18609","Block 1008, Block Group 1, Census Tract 4433.22, Alameda County, California",125,8,117,107,45,0,0,62,0,0,18
"18610","Block 1009, Block Group 1, Census Tract 4433.22, Alameda County, California",77,10,67,75,22,0,4,37,3,9,2
"18611","Block 1010, Block Group 1, Census Tract 4433.22, Alameda County, California",89,3,86,81,17,0,0,62,0,2,8
"18612","Block 1011, Block Group 1, Census Tract 4433.22, Alameda County, California",41,3,38,41,9,0,0,29,0,3,0
"18613","Block 1012, Block Group 1, Census Tract 4433.22, Alameda County, California",72,10,62,72,16,0,0,50,0,6,0
"18614","Block 1013, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18615","Block 1014, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18616","Block 1015, Block Group 1, Census Tract 4433.22, Alameda County, California",129,6,123,119,41,8,0,69,1,0,10
"18617","Block 1016, Block Group 1, Census Tract 4433.22, Alameda County, California",37,5,32,35,10,0,0,20,0,5,2
"18618","Block 1017, Block Group 1, Census Tract 4433.22, Alameda County, California",18,1,17,18,9,0,0,9,0,0,0
"18619","Block 1018, Block Group 1, Census Tract 4433.22, Alameda County, California",23,0,23,23,5,0,0,18,0,0,0
"18620","Block 2000, Block Group 2, Census Tract 4433.22, Alameda County, California",44,0,44,44,2,0,0,42,0,0,0
"18621","Block 2001, Block Group 2, Census Tract 4433.22, Alameda County, California",78,9,69,75,27,0,3,43,0,2,3
"18622","Block 2002, Block Group 2, Census Tract 4433.22, Alameda County, California",34,8,26,34,25,1,0,6,0,2,0
"18623","Block 2003, Block Group 2, Census Tract 4433.22, Alameda County, California",148,6,142,146,63,0,0,81,0,2,2
"18624","Block 2004, Block Group 2, Census Tract 4433.22, Alameda County, California",123,17,106,117,24,1,0,83,0,9,6
"18625","Block 2005, Block Group 2, Census Tract 4433.22, Alameda County, California",96,21,75,96,63,4,0,25,0,4,0
"18626","Block 2006, Block Group 2, Census Tract 4433.22, Alameda County, California",46,13,33,44,7,0,0,26,0,11,2
"18627","Block 2007, Block Group 2, Census Tract 4433.22, Alameda County, California",101,15,86,93,36,6,0,50,0,1,8
"18628","Block 2008, Block Group 2, Census Tract 4433.22, Alameda County, California",165,17,148,152,56,0,0,87,5,4,13
"18629","Block 2009, Block Group 2, Census Tract 4433.22, Alameda County, California",128,12,116,124,36,1,2,84,0,1,4
"18630","Block 2010, Block Group 2, Census Tract 4433.22, Alameda County, California",84,9,75,83,18,6,0,51,1,7,1
"18631","Block 2011, Block Group 2, Census Tract 4433.22, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18632","Block 2012, Block Group 2, Census Tract 4433.22, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18633","Block 2013, Block Group 2, Census Tract 4433.22, Alameda County, California",56,2,54,51,14,0,2,35,0,0,5
"18634","Block 2014, Block Group 2, Census Tract 4433.22, Alameda County, California",32,4,28,32,19,0,0,13,0,0,0
"18635","Block 2015, Block Group 2, Census Tract 4433.22, Alameda County, California",132,0,132,121,40,0,0,81,0,0,11
"18636","Block 2016, Block Group 2, Census Tract 4433.22, Alameda County, California",29,0,29,27,6,0,0,21,0,0,2
"18637","Block 2017, Block Group 2, Census Tract 4433.22, Alameda County, California",85,0,85,80,29,7,0,44,0,0,5
"18638","Block 2018, Block Group 2, Census Tract 4433.22, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18639","Block 1000, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18640","Block 1001, Block Group 1, Census Tract 4441, Alameda County, California",557,156,401,506,326,15,1,68,16,80,51
"18641","Block 1002, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18642","Block 1003, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18643","Block 1004, Block Group 1, Census Tract 4441, Alameda County, California",277,56,221,250,171,13,0,42,7,17,27
"18644","Block 1005, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18645","Block 1006, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18646","Block 1007, Block Group 1, Census Tract 4441, Alameda County, California",128,34,94,120,84,0,0,21,0,15,8
"18647","Block 1008, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18648","Block 1009, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18649","Block 1010, Block Group 1, Census Tract 4441, Alameda County, California",40,14,26,33,12,4,0,10,0,7,7
"18650","Block 1011, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18651","Block 1012, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18652","Block 1013, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18653","Block 1014, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18654","Block 1015, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18655","Block 1016, Block Group 1, Census Tract 4441, Alameda County, California",339,124,215,316,134,11,1,86,13,71,23
"18656","Block 1017, Block Group 1, Census Tract 4441, Alameda County, California",89,37,52,86,50,0,0,23,0,13,3
"18657","Block 1018, Block Group 1, Census Tract 4441, Alameda County, California",131,61,70,113,73,0,0,20,0,20,18
"18658","Block 1019, Block Group 1, Census Tract 4441, Alameda County, California",97,19,78,87,34,2,0,38,0,13,10
"18659","Block 1020, Block Group 1, Census Tract 4441, Alameda County, California",116,28,88,108,49,16,0,32,0,11,8
"18660","Block 1021, Block Group 1, Census Tract 4441, Alameda County, California",32,10,22,32,12,5,0,5,2,8,0
"18661","Block 1022, Block Group 1, Census Tract 4441, Alameda County, California",94,46,48,91,36,8,0,14,5,28,3
"18662","Block 1023, Block Group 1, Census Tract 4441, Alameda County, California",74,13,61,73,34,6,0,32,0,1,1
"18663","Block 1024, Block Group 1, Census Tract 4441, Alameda County, California",67,8,59,65,24,0,0,33,0,8,2
"18664","Block 1025, Block Group 1, Census Tract 4441, Alameda County, California",166,77,89,157,49,7,0,32,0,69,9
"18665","Block 1026, Block Group 1, Census Tract 4441, Alameda County, California",81,24,57,79,41,5,0,24,3,6,2
"18666","Block 1027, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18667","Block 1028, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18668","Block 1029, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18669","Block 1030, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18670","Block 1031, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18671","Block 1032, Block Group 1, Census Tract 4441, Alameda County, California",42,11,31,38,13,0,0,18,0,7,4
"18672","Block 1033, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18673","Block 1034, Block Group 1, Census Tract 4441, Alameda County, California",34,16,18,34,20,0,0,0,0,14,0
"18674","Block 1035, Block Group 1, Census Tract 4441, Alameda County, California",87,24,63,71,49,6,0,10,0,6,16
"18675","Block 1036, Block Group 1, Census Tract 4441, Alameda County, California",86,39,47,83,37,9,0,21,0,16,3
"18676","Block 1037, Block Group 1, Census Tract 4441, Alameda County, California",37,19,18,37,28,0,0,7,0,2,0
"18677","Block 1038, Block Group 1, Census Tract 4441, Alameda County, California",37,17,20,34,27,0,0,7,0,0,3
"18678","Block 1039, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18679","Block 1040, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18680","Block 1041, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18681","Block 1042, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18682","Block 1043, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18683","Block 1044, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18684","Block 1045, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18685","Block 1046, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18686","Block 1047, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18687","Block 1048, Block Group 1, Census Tract 4441, Alameda County, California",60,19,41,51,16,6,0,23,0,6,9
"18688","Block 1049, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18689","Block 1050, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18690","Block 1051, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18691","Block 2000, Block Group 2, Census Tract 4441, Alameda County, California",1,0,1,1,0,0,1,0,0,0,0
"18692","Block 2001, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18693","Block 2002, Block Group 2, Census Tract 4441, Alameda County, California",84,15,69,82,63,3,0,7,0,9,2
"18694","Block 2003, Block Group 2, Census Tract 4441, Alameda County, California",123,16,107,104,63,7,0,21,0,13,19
"18695","Block 2004, Block Group 2, Census Tract 4441, Alameda County, California",82,23,59,76,57,0,0,15,0,4,6
"18696","Block 2005, Block Group 2, Census Tract 4441, Alameda County, California",72,6,66,68,45,0,0,19,4,0,4
"18697","Block 2006, Block Group 2, Census Tract 4441, Alameda County, California",81,7,74,77,51,0,0,18,2,6,4
"18698","Block 2007, Block Group 2, Census Tract 4441, Alameda County, California",74,5,69,71,37,0,0,30,0,4,3
"18699","Block 2008, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18700","Block 2009, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18701","Block 2010, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18702","Block 2011, Block Group 2, Census Tract 4441, Alameda County, California",38,8,30,36,22,0,0,13,0,1,2
"18703","Block 2012, Block Group 2, Census Tract 4441, Alameda County, California",27,4,23,24,15,0,0,4,1,4,3
"18704","Block 2013, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18705","Block 2014, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18706","Block 2015, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18707","Block 2016, Block Group 2, Census Tract 4441, Alameda County, California",191,36,155,179,123,15,0,32,3,6,12
"18708","Block 2017, Block Group 2, Census Tract 4441, Alameda County, California",43,6,37,43,26,3,0,14,0,0,0
"18709","Block 2018, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18710","Block 2019, Block Group 2, Census Tract 4441, Alameda County, California",20,9,11,20,11,0,0,2,0,7,0
"18711","Block 2020, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"18712","Block 2021, Block Group 2, Census Tract 4441, Alameda County, California",27,7,20,25,22,0,0,2,0,1,2
"18713","Block 2022, Block Group 2, Census Tract 4441, Alameda County, California",35,2,33,28,12,10,0,2,0,4,7
"18714","Block 2023, Block Group 2, Census Tract 4441, Alameda County, California",46,1,45,42,29,3,0,10,0,0,4
"18715","Block 2024, Block Group 2, Census Tract 4441, Alameda County, California",47,22,25,44,37,0,0,4,3,0,3
"18716","Block 2025, Block Group 2, Census Tract 4441, Alameda County, California",36,1,35,36,27,0,0,6,3,0,0
"18717","Block 2026, Block Group 2, Census Tract 4441, Alameda County, California",59,10,49,49,44,0,0,5,0,0,10
"18718","Block 2027, Block Group 2, Census Tract 4441, Alameda County, California",50,16,34,50,33,0,0,12,0,5,0
"18719","Block 2028, Block Group 2, Census Tract 4441, Alameda County, California",45,23,22,43,23,1,0,4,0,15,2
"18720","Block 2029, Block Group 2, Census Tract 4441, Alameda County, California",65,27,38,52,15,1,1,7,3,25,13
"18721","Block 2030, Block Group 2, Census Tract 4441, Alameda County, California",51,10,41,50,30,0,0,18,0,2,1
"18722","Block 2031, Block Group 2, Census Tract 4441, Alameda County, California",66,7,59,61,35,5,0,20,0,1,5
"18723","Block 2032, Block Group 2, Census Tract 4441, Alameda County, California",47,4,43,47,31,0,0,14,1,1,0
"18724","Block 2033, Block Group 2, Census Tract 4441, Alameda County, California",26,2,24,26,21,0,0,5,0,0,0
"18725","Block 2034, Block Group 2, Census Tract 4441, Alameda County, California",25,4,21,25,13,0,0,10,0,2,0
"18726","Block 2035, Block Group 2, Census Tract 4441, Alameda County, California",27,7,20,27,21,0,0,0,0,6,0
"18727","Block 2036, Block Group 2, Census Tract 4441, Alameda County, California",20,0,20,19,10,4,0,5,0,0,1
"18728","Block 2037, Block Group 2, Census Tract 4441, Alameda County, California",23,6,17,22,21,0,0,1,0,0,1
"18729","Block 3000, Block Group 3, Census Tract 4441, Alameda County, California",52,21,31,52,23,9,0,14,0,6,0
"18730","Block 3001, Block Group 3, Census Tract 4441, Alameda County, California",82,23,59,74,39,11,0,16,0,8,8
"18731","Block 3002, Block Group 3, Census Tract 4441, Alameda County, California",146,62,84,143,89,1,6,17,1,29,3
"18732","Block 3003, Block Group 3, Census Tract 4441, Alameda County, California",153,48,105,147,105,0,0,31,0,11,6
"18733","Block 3004, Block Group 3, Census Tract 4441, Alameda County, California",122,37,85,113,71,5,1,24,0,12,9
"18734","Block 3005, Block Group 3, Census Tract 4441, Alameda County, California",322,132,190,287,163,14,0,39,16,55,35
"18735","Block 3006, Block Group 3, Census Tract 4441, Alameda County, California",79,23,56,72,31,3,0,25,3,10,7
